issue_id,number,title,state,author,author_type,assignees,labels,milestone,comments_count,created_at,updated_at,closed_at,body_length,url,days_open,year_created,month,has_assignee,label_count
4530708481,318531,copilot pro subscriber cannot use claude model,closed,landwash,User,,chat-billing,no milestone,1,2026-05-27 08:12:00+00:00,2026-05-27 08:21:13+00:00,2026-05-27 08:21:13+00:00,4455,https://github.com/microsoft/vscode/issues/318531,0,2026,2026-05,False,1
4530537090,318527,tooltips in manage language model dialog render mailto: links,closed,dmitrivMS,User,vritant24|Copilot,bug|model-byok,1.123.0,0,2026-05-27 07:43:58+00:00,2026-05-27 20:58:58+00:00,2026-05-27 20:53:02+00:00,257,https://github.com/microsoft/vscode/issues/318527,0,2026,2026-05,True,2
4530244080,318521,keeps crashing,closed,magicalmutation-coder,User,,spam,no milestone,1,2026-05-27 06:57:20+00:00,2026-05-27 07:06:06+00:00,2026-05-27 07:06:06+00:00,1069,https://github.com/microsoft/vscode/issues/318521,0,2026,2026-05,False,1
4529814579,318512,char session will be lost,closed,mickeengskog-droid,User,,spam,no milestone,1,2026-05-27 05:37:44+00:00,2026-05-27 05:45:10+00:00,2026-05-27 05:45:10+00:00,1069,https://github.com/microsoft/vscode/issues/318512,0,2026,2026-05,False,1
4529699068,318510,error,closed,vikingdude81,User,,spam,no milestone,1,2026-05-27 05:11:48+00:00,2026-05-27 05:18:18+00:00,2026-05-27 05:18:18+00:00,1069,https://github.com/microsoft/vscode/issues/318510,0,2026,2026-05,False,1
4529652165,318508,ss,closed,shopclues-in,User,,spam,no milestone,1,2026-05-27 05:00:29+00:00,2026-05-27 05:09:10+00:00,2026-05-27 05:09:10+00:00,1069,https://github.com/microsoft/vscode/issues/318508,0,2026,2026-05,False,1
4528661610,318482,"error ""input item id does not belong to this connection"" when using a previous github copilot conversation",closed,jcousineaugd,User,,,no milestone,2,2026-05-27 01:14:41+00:00,2026-05-27 01:25:26+00:00,2026-05-27 01:25:26+00:00,3366,https://github.com/microsoft/vscode/issues/318482,0,2026,2026-05,False,0
4528159500,318463,sessions sync: search subagent are synced as stand-alone sessions,closed,digitarald,User,vijayupadya,bug|insiders-released|chronicle,1.123.0,0,2026-05-26 23:17:49+00:00,2026-05-28 04:58:22+00:00,2026-05-27 02:11:59+00:00,346,https://github.com/microsoft/vscode/issues/318463,0,2026,2026-05,True,3
4527893087,318450,"telemetry validation breaks build on main: ""property sessionid on event vscodeagents.sessions/requestsent is overloaded by a common property""",closed,anthonykim1,User,benibenj,bug|important|insiders-released,1.123.0,0,2026-05-26 22:21:36+00:00,2026-05-28 04:58:26+00:00,2026-05-26 23:07:17+00:00,2421,https://github.com/microsoft/vscode/issues/318450,0,2026,2026-05,True,3
4527810562,318445,5 hours limit,closed,Anszejek,User,,spam,no milestone,1,2026-05-26 22:03:48+00:00,2026-05-26 22:12:02+00:00,2026-05-26 22:12:02+00:00,3751,https://github.com/microsoft/vscode/issues/318445,0,2026,2026-05,False,1
4527348439,318433,additional budget strings for cb/ce users,closed,cwebster-99,User,lramos15|pwang347|cwebster-99,polish|insiders-released|UBB,1.123.0,0,2026-05-26 20:39:50+00:00,2026-05-28 04:58:30+00:00,2026-05-27 20:26:13+00:00,581,https://github.com/microsoft/vscode/issues/318433,0,2026,2026-05,True,3
4527021903,318421,credit limit reached banner shows at 99% usage,closed,cwebster-99,User,lramos15|pwang347,bug|UBB,no milestone,2,2026-05-26 19:46:34+00:00,2026-05-28 01:01:28+00:00,2026-05-28 01:01:05+00:00,412,https://github.com/microsoft/vscode/issues/318421,1,2026,2026-05,True,2
4526854346,318419,quota usage is slow to update in vscode,closed,roblourens,User,lramos15|pwang347|cwebster-99,bug|insiders-released|UBB,1.123.0,2,2026-05-26 19:19:43+00:00,2026-05-28 04:58:35+00:00,2026-05-27 22:43:17+00:00,393,https://github.com/microsoft/vscode/issues/318419,1,2026,2026-05,True,3
4526850541,318418,multipliers show for ubb accounts in cloud model picker,closed,pwang347,User,pwang347,bug|candidate|insiders-released,1.122.0,0,2026-05-26 19:19:09+00:00,2026-05-28 04:58:39+00:00,2026-05-26 20:07:34+00:00,130,https://github.com/microsoft/vscode/issues/318418,0,2026,2026-05,True,3
4526751061,318413,"shouldn't all ""workspace"" sessions have the same changes?",closed,jruales,User,DonJayamanne,,1.123.0,1,2026-05-26 19:04:08+00:00,2026-05-26 19:25:41+00:00,2026-05-26 19:23:24+00:00,440,https://github.com/microsoft/vscode/issues/318413,0,2026,2026-05,True,0
4526710367,318409,vscode said 1 uncought error,closed,german-alonso-almex,User,,spam,no milestone,2,2026-05-26 18:58:13+00:00,2026-05-26 19:07:14+00:00,2026-05-26 19:07:14+00:00,3890,https://github.com/microsoft/vscode/issues/318409,0,2026,2026-05,False,1
4526607394,318406,unclear what the mobile emulation button does,closed,pwang347,User,kycutler,,no milestone,3,2026-05-26 18:43:38+00:00,2026-05-26 18:55:38+00:00,2026-05-26 18:55:38+00:00,271,https://github.com/microsoft/vscode/issues/318406,0,2026,2026-05,True,0
4526001835,318390,test: sandboxing should be enabled only when default approvals permission is set,closed,dileepyavan,User,,testplan-item,1.122.0,0,2026-05-26 17:03:25+00:00,2026-05-26 22:15:05+00:00,2026-05-26 22:14:09+00:00,1749,https://github.com/microsoft/vscode/issues/318390,0,2026,2026-05,False,1
4525986284,318389,agent picker doesn't persist selection on an existing session,closed,kycutler,User,DonJayamanne,*duplicate,1.123.0,1,2026-05-26 17:00:48+00:00,2026-05-26 19:31:30+00:00,2026-05-26 19:25:11+00:00,265,https://github.com/microsoft/vscode/issues/318389,0,2026,2026-05,True,1
4525672661,318379,copilot models are not loading,closed,raineorshine,User,lramos15,,no milestone,2,2026-05-26 16:10:29+00:00,2026-05-26 16:17:44+00:00,2026-05-26 16:16:49+00:00,3917,https://github.com/microsoft/vscode/issues/318379,0,2026,2026-05,True,0
4525598851,318377,'manage language models' menu item not seen when not signed in,closed,vritant24,User,dmitrivMS,bug|insiders-released|model-byok,1.123.0,0,2026-05-26 16:00:25+00:00,2026-05-28 04:58:45+00:00,2026-05-27 00:01:30+00:00,320,https://github.com/microsoft/vscode/issues/318377,0,2026,2026-05,True,3
4525578395,318375,byok provider cannot be removed in no-auth scenario if only one is present,closed,vritant24,User,vritant24,model-byok,1.123.0,0,2026-05-26 15:57:44+00:00,2026-05-26 19:55:44+00:00,2026-05-26 19:55:44+00:00,408,https://github.com/microsoft/vscode/issues/318375,0,2026,2026-05,True,1
4523654653,318341,cross-file inline edit list never disposed; handlelistendoflifetime not fired,closed,ulugbekna,User,ulugbekna,bug|insiders-released|NES|NES-ux,1.122.0,0,2026-05-26 10:58:25+00:00,2026-05-28 04:58:50+00:00,2026-05-26 20:57:14+00:00,2579,https://github.com/microsoft/vscode/issues/318341,0,2026,2026-05,True,4
4523595189,318338,agent host root state change triggers sandbox config update,closed,chrmarti,User,chrmarti,bug|agent-sandbox,1.122.0,0,2026-05-26 10:47:23+00:00,2026-05-27 06:51:50+00:00,2026-05-27 06:51:50+00:00,0,https://github.com/microsoft/vscode/issues/318338,0,2026,2026-05,True,2
4523516265,318335,change ai rate by day from bar chat to line graph,closed,hediet,User,hediet|Copilot,,1.123.0,0,2026-05-26 10:34:23+00:00,2026-05-27 15:10:07+00:00,2026-05-27 15:06:21+00:00,0,https://github.com/microsoft/vscode/issues/318335,1,2026,2026-05,True,0
4523356480,318329,zzc,closed,diskartediana-gif,User,,spam,no milestone,1,2026-05-26 10:11:37+00:00,2026-05-26 10:21:25+00:00,2026-05-26 10:21:25+00:00,61,https://github.com/microsoft/vscode/issues/318329,0,2026,2026-05,False,1
4522775965,318304,boyk test,closed,coursgranja61-Blade,User,,spam,no milestone,2,2026-05-26 08:42:25+00:00,2026-05-26 08:52:38+00:00,2026-05-26 08:52:38+00:00,17,https://github.com/microsoft/vscode/issues/318304,0,2026,2026-05,False,1
4522771140,318303,today!,closed,edge500,User,,spam,no milestone,2,2026-05-26 08:41:40+00:00,2026-05-26 08:52:13+00:00,2026-05-26 08:50:57+00:00,311,https://github.com/microsoft/vscode/issues/318303,0,2026,2026-05,False,1
4521861567,318295,zul,closed,zulsintonia-sketch,User,,,no milestone,6,2026-05-26 06:15:01+00:00,2026-05-26 06:25:58+00:00,2026-05-26 06:18:25+00:00,1069,https://github.com/microsoft/vscode/issues/318295,0,2026,2026-05,False,0
4521417895,318287,hr,closed,web4light,User,,spam,no milestone,1,2026-05-26 04:42:07+00:00,2026-05-26 04:51:29+00:00,2026-05-26 04:51:29+00:00,1069,https://github.com/microsoft/vscode/issues/318287,0,2026,2026-05,False,1
4521416805,318286,abcde,closed,web4light,User,,spam,no milestone,1,2026-05-26 04:41:53+00:00,2026-05-26 04:51:36+00:00,2026-05-26 04:51:36+00:00,1156,https://github.com/microsoft/vscode/issues/318286,0,2026,2026-05,False,1
4521183918,318283,vscode: bug report,closed,web4light,User,,spam,no milestone,1,2026-05-26 03:48:19+00:00,2026-05-26 03:59:29+00:00,2026-05-26 03:59:29+00:00,1069,https://github.com/microsoft/vscode/issues/318283,0,2026,2026-05,False,1
4521181435,318282,ano,closed,web4light,User,,spam,no milestone,1,2026-05-26 03:47:45+00:00,2026-05-26 03:57:37+00:00,2026-05-26 03:57:37+00:00,1069,https://github.com/microsoft/vscode/issues/318282,0,2026,2026-05,False,1
4521180534,318281,j,closed,web4light,User,,spam,no milestone,1,2026-05-26 03:47:35+00:00,2026-05-26 03:57:36+00:00,2026-05-26 03:57:36+00:00,1069,https://github.com/microsoft/vscode/issues/318281,0,2026,2026-05,False,1
4521179169,318280,buz,closed,web4light,User,,spam,no milestone,1,2026-05-26 03:47:16+00:00,2026-05-26 03:57:38+00:00,2026-05-26 03:57:38+00:00,1069,https://github.com/microsoft/vscode/issues/318280,0,2026,2026-05,False,1
4520554302,318271,[test] byok improvements,closed,vritant24,User,,verified|testplan-item,1.123.0,1,2026-05-26 01:22:49+00:00,2026-05-26 13:22:02+00:00,2026-05-26 13:22:02+00:00,3177,https://github.com/microsoft/vscode/issues/318271,0,2026,2026-05,False,2
4520311537,318265,agenthost: steering messages aren't rendered,closed,roblourens,User,connor4312,bug|insiders-released|agent-host,1.122.0,1,2026-05-26 00:23:48+00:00,2026-05-28 04:58:55+00:00,2026-05-26 23:29:43+00:00,170,https://github.com/microsoft/vscode/issues/318265,0,2026,2026-05,True,3
4520101579,318261,"""ghcr.io/postfinance/devcontainer-features/dotnet:1"": {}",closed,tuong0981922691-lang,User,,spam,no milestone,1,2026-05-25 23:30:39+00:00,2026-05-25 23:40:31+00:00,2026-05-25 23:40:30+00:00,267,https://github.com/microsoft/vscode/issues/318261,0,2026,2026-05,False,1
4519916919,318258,crash,closed,skmondal1997,User,,spam,no milestone,1,2026-05-25 22:44:38+00:00,2026-05-25 22:53:18+00:00,2026-05-25 22:53:18+00:00,1069,https://github.com/microsoft/vscode/issues/318258,0,2026,2026-05,False,1
4519491304,318247,1.122.0 endgame,closed,anthonykim1,User,anthonykim1|federicobrancasi,endgame-plan,1.123.0,1,2026-05-25 20:57:20+00:00,2026-05-28 08:40:03+00:00,2026-05-28 08:39:11+00:00,6095,https://github.com/microsoft/vscode/issues/318247,2,2026,2026-05,True,1
4519228623,318246,rate limit,closed,SebastienB13,User,,,no milestone,2,2026-05-25 19:57:16+00:00,2026-05-25 20:04:29+00:00,2026-05-25 20:04:29+00:00,1877,https://github.com/microsoft/vscode/issues/318246,0,2026,2026-05,False,0
